CellID,DNA1,BG1,BG2,BG3,DNA2,CD25,CD2,CD10,DNA3,CD163,CD3D,CD5,DNA4,CD30,ACTIN,CD45,DNA5,CD206,CD68,PD1,DNA6,KI67,CD11C,CD7,DNA7,CD8A,FOXP3,CD20,DNA8,CD4,HLADR,PSTAT3,DNA9,PS6,PERK,CD21,DNA10,CD43,NOS2,PDL1,DNA11,CD11B,CD57,MHCI,DNA12,CD15,ASMA,CD56,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,CD25_expression,CD163_expression,CD3D_expression,CD45_expression,CD206_expression,CD68_expression,PD1_expression,KI67_expression,CD11C_expression,CD8A_expression,FOXP3_expression,CD20_expression,CD4_expression,HLADR_expression,CD21_expression,CD43_expression,NOS2_expression,PDL1_expression,CD11B_expression,CD57_expression,MHCI_expression,CD15_expression,ASMA_expression,CD56_expression,detailed_cell_type,broad_cell_type
2851,30367.3,872.5909091,592.1272727,1086.427273,27386.68182,695.5,678.8727273,1544.545455,16232.66364,549.2,552.9,1756.790909,20850.52727,1283.418182,5609.318182,3528.072727,7469.372727,1368.509091,341.9363636,2441.736364,15064.45455,434.6727273,1301.0,507.4727273,18015.68182,544.7454545,128.1090909,4015.554545,13684.77273,1545.645455,672.2181818,2819.990909,12009.89091,602.4363636,284.2727273,1765.1,9141.9,876.8727273,437.4545455,1368.545455,6948.9,945.0454545,176.1909091,5346.709091,6297.5,1359.190909,203.3272727,3211.427273,410.9,623.8636364,110,14.49783251,9.929335095,0.728652014,0.909090909,0.705128205,-0.939644736,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,Dendritic Cell,Other Cells
2852,35178.84862,1282.83945,568.0458716,1120.458716,30347.00459,912.0779817,670.5045872,1690.917431,17735.98624,660.6422018,1088.261468,1734.155963,24093.08257,1580.275229,2137.490826,2045.087156,8864.077982,1495.055046,390.0688073,2429.022936,17005.08257,563.9082569,153.6284404,1077.050459,21162.40367,800.5275229,250.4220183,1292.431193,15872.45872,2244.481651,601.8990826,2802.545872,14025.76147,684.7247706,331.087156,1484.752294,11204.29817,1430.018349,467.9862385,1314.527523,8690.866972,903.3027523,174.3027523,1611.587156,7889.623853,1619.197248,340.4311927,3403.091743,657.440367,626.5917431,218,22.44078711,13.63479303,0.794251001,0.841698842,0.637426901,-0.898771017,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Regulatory T Cell,T Cells
2853,37775.33766,900.2337662,517.1948052,1093.714286,32787.46753,715.1428571,850.5844156,1631.103896,20077.51948,540.1818182,1173.935065,1789.779221,25865.27273,1283.428571,4245.38961,2865.649351,9190.922078,1291.519481,381.8701299,2564.805195,18440.2987,659.5454545,371.0649351,857.7532468,22641.03896,874.4415584,129.5584416,3255.480519,17553.66234,1721.857143,553.5064935,2812.545455,15142.4026,666.4935065,280.987013,1639.792208,12037.33766,1360.025974,419.8051948,1294.948052,8136.896104,723.2077922,164.1558442,5046.623377,7453.467532,1347.077922,241.1948052,3322.350649,824.4935065,623.2337662,77,11.51511152,8.707806096,0.654332648,0.895348837,0.7,0.152863094,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Cytotoxic T Cell,T Cells
2854,62540.83206,1027.312977,634.9160305,1209.251908,58766.9542,815.221374,701.8167939,1909.587786,28600.81679,613.5038168,680.5267176,1777.038168,39390.63359,1445.916031,7031.549618,5781.801527,15278.55725,1542.633588,399.9923664,2533.480916,29287.20611,512.9160305,155.2061069,548.0992366,36680.18321,543.4732824,150.1450382,6951.274809,26367.03817,1731.458015,538.1450382,2831.557252,22550.0687,664.4732824,343.5648855,4518.603053,12980.60305,981.6717557,482.3816794,1306.557252,9059.648855,685.5725191,184.9007634,2889.305344,8061.877863,1416.984733,175.0610687,3332.389313,143.0076336,623.480916,131,22.37315026,7.715373677,0.938657924,0.891156463,0.567099567,-1.2335632,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,B Cell,B Cells
2855,51420.87719,953.245614,565.8421053,1129.315789,48106.40351,797.8947368,739.6140351,1670.859649,27609.87719,605.4561404,531.0,1765.666667,34002.2807,1387.421053,6918.614035,4717.947368,12841.70175,1450.614035,376.0350877,2337.649123,26197.01754,480.4561404,364.3157895,436.3508772,31409.31579,451.0175439,142.0877193,4241.754386,24154.80702,1616.385965,706.9649123,2827.561404,21332.35088,643.9649123,336.1754386,1957.684211,14642.17544,891.4385965,475.5614035,1304.070175,10598.2807,702.3508772,186.1929825,2052.403509,9448.526316,1459.684211,165.0175439,3472.614035,233.8947368,624.4561404,57,11.96831594,7.052966185,0.807912005,0.814285714,0.527777778,-0.175501511,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,NK Cell,Other Cells
2856,27436.41143,916.1142857,478.8628571,1072.337143,24473.37714,696.8114286,674.1257143,1474.434286,13903.17143,528.7142857,1199.502857,1704.851429,19022.50286,1335.788571,3342.874286,2748.502857,6680.382857,1259.062857,331.5028571,2761.48,14719.4,549.5771429,132.1428571,818.3028571,18260.85714,668.04,123.0571429,1541.765714,13122.65143,1664.051429,599.8114286,2794.262857,11752.21714,622.5085714,264.8457143,1679.971429,9379.257143,1199.457143,411.9942857,1289.948571,7255.314286,644.2228571,164.5371429,2611.474286,6179.411429,1420.771429,2925.085714,3196.234286,714.88,625.5828571,175,15.85699259,14.46606269,0.409560701,0.930851064,0.777777778,-0.519318198,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Cytotoxic T Cell,T Cells
2857,34907.03704,841.0555556,527.5277778,1107.064815,30396.16667,735.7037037,906.9722222,1636.574074,18477.75,514.3796296,1729.361111,1892.055556,25093.13889,1230.712963,5413.833333,3679.212963,9183.611111,1259.972222,335.3055556,2531.722222,17708.73148,540.4537037,268.9166667,1661.111111,22231.4537,979.5925926,185.9537037,3125.675926,17416.82407,2056.305556,697.712963,2846.435185,15048.37963,639.0185185,279.1666667,1982.185185,11491.87963,1551.287037,425.4814815,1299.092593,7771.37037,666.7962963,166.0555556,5741.509259,7250.648148,1328.824074,339.0277778,3283.888889,891.9722222,626.4537037,108,16.39389462,8.973678917,0.836884627,0.870967742,0.675,-0.123754843,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,Regulatory T Cell,T Cells
2858,29735.92742,819.0725806,524.2822581,1073.798387,25847.17742,675.6935484,505.6290323,1557.83871,14479.64516,478.0322581,747.5564516,1754.854839,19867.23387,1344.766129,5008.927419,2226.612903,7175.532258,1221.943548,322.4596774,2372.943548,13781.30645,785.9274194,923.7177419,759.7822581,16747.70968,430.4032258,152.3951613,2690.91129,13491.95968,1571.072581,595.5645161,2867.258065,11288.33065,1633.895161,263.6290323,1592.483871,8564.814516,872.4596774,398.6129032,1307.169355,5719.193548,871.3629032,155.2419355,4714.58871,5240.008065,1226.370968,255.1451613,3242.266129,924.0322581,627.5967742,124,17.25388367,9.3295354,0.841202066,0.939393939,0.688888889,-0.159747457,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Dendritic Cell,Other Cells
2859,47479.38462,910.4769231,516.3846154,1144.984615,45524.44615,755.1076923,507.0153846,1715.415385,25101.92308,593.2307692,523.6461538,1759.984615,32722.50769,1353.830769,5172.723077,4676.646154,11730.87692,1464.861538,377.6769231,2345.276923,24558.75385,475.5846154,136.9846154,426.7538462,29441.56923,437.0,143.0153846,3075.846154,22860.58462,1544.292308,565.7846154,2852.738462,20066.81538,656.6923077,338.2307692,3191.953846,13669.76923,890.9384615,467.0461538,1297.261538,9811.446154,680.3538462,176.9076923,3115.2,8671.984615,1449.646154,185.7076923,3349.446154,215.5230769,624.9692308,65,9.862238192,9.162060819,0.370069148,0.855263158,0.65,-0.149186759,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Follicular Dendritic Cell,B Cells
2860,43901.18692,925.1775701,572.7663551,1100.728972,41461.85981,755.1308411,741.2242991,1683.46729,23253.57009,578.635514,544.0280374,1782.233645,28939.97196,1321.093458,6488.766355,5710.542056,10702.16822,1408.504673,350.3271028,2363.841121,22222.65421,455.5327103,172.1682243,460.4766355,26597.52336,443.411215,135.2897196,4046.747664,20058.1215,1535.64486,677.7943925,2828.233645,17744.58879,616.317757,316.4392523,2594.841121,12167.61682,1100.065421,448.8598131,1314.850467,9002.11215,650.0560748,183.8598131,6094.35514,7950.925234,1411.878505,158.6168224,3395.691589,243.2523364,624.1214953,107,15.05888876,9.512075775,0.775246723,0.922413793,0.694805195,-1.232591536,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,NK Cell,Other Cells
2861,38693.53982,872.8584071,526.3451327,1101.345133,35735.62832,702.9911504,615.4778761,1645.513274,20387.53097,565.0619469,520.2123894,1755.079646,25997.99115,1285.159292,6200.39823,3537.522124,9693.212389,1446.504425,359.4159292,2338.681416,19739.85841,439.9646018,474.9557522,439.1858407,23458.88496,421.8053097,131.4336283,3396.840708,18244.95575,1614.584071,570.2035398,2829.716814,15880.95575,745.8495575,308.6017699,1894.053097,11073.00885,872.0530973,440.8584071,1319.442478,8277.451327,840.0442478,175.5221239,2491.699115,7446.902655,1360.150442,273.0973451,3325.831858,257.2389381,626.6814159,113,13.51240869,11.04501971,0.576072948,0.949579832,0.620879121,1.218470512,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Dendritic Cell,Other Cells
2862,25374.86364,1024.742424,616.0757576,1115.80303,24727.12121,762.4242424,658.9545455,1663.909091,13013.19697,601.8636364,535.9545455,1832.272727,16908.74242,1403.833333,4669.742424,2589.257576,5983.530303,1394.166667,358.6818182,2392.30303,11700.59091,476.7272727,1005.757576,450.4393939,12828.84848,417.0606061,124.8939394,2649.121212,9636.469697,1536.984848,795.5454545,2816.409091,8580.69697,716.6969697,283.7424242,1480.424242,6510.227273,859.8333333,422.9848485,1322.439394,5195.409091,2050.257576,170.3181818,2212.727273,4405.848485,1398.590909,185.6212121,3380.772727,390.9848485,625.3333333,66,12.02535957,7.288650626,0.795383371,0.904109589,0.75,0.070008812,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,NK Cell,Other Cells
2863,30657.96078,1004.558824,562.1764706,1088.598039,27598.42157,742.5490196,795.4803922,1542.333333,16526.78431,592.8529412,523.4509804,1783.401961,21299.92157,1387.196078,2595.696078,1818.058824,7563.392157,1405.088235,347.0392157,2404.176471,15003.36275,461.1176471,611.9705882,517.6666667,18273.93137,435.754902,133.5196078,2016.04902,13858.79412,1628.107843,744.0686275,2824.27451,12283.83333,630.8333333,300.0490196,1535.656863,9358.470588,993.627451,443.8235294,1318.588235,7200.911765,715.7156863,170.4019608,1519.705882,6559.009804,1385.166667,345.5392157,3477.558824,466.7156863,626.3137255,102,13.11057242,10.38048973,0.610826083,0.935779817,0.653846154,-0.445198346,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NK Cell,Other Cells
2864,40339.46825,917.5952381,520.3650794,1096.992063,36505.23016,748.3809524,792.5396825,1605.785714,21471.61905,588.952381,1754.174603,1862.547619,28494.1746,1398.698413,3948.246032,4011.222222,10169.5,1434.563492,409.3571429,2496.825397,20766.34921,496.5952381,295.3968254,1527.753968,25414.83333,557.3809524,139.5396825,2643.515873,18871.63492,2065.222222,720.1666667,2808.285714,16835.39683,668.5793651,323.7460317,1551.126984,13379.34921,1709.468254,475.6349206,1328.484127,9949.857143,813.0952381,184.8888889,3795.619048,9096.349206,1467.420635,215.1825397,3356.166667,494.6904762,627.4126984,126,16.11270513,10.34617653,0.766610048,0.913043478,0.5625,-0.673947661,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,Helper T Cell,T Cells
2865,32761.37615,946.5045872,773.2477064,1149.495413,29560.12844,767.6972477,971.6605505,1649.541284,17376.25688,584.1834862,1017.633028,1809.981651,23014.0367,1386.385321,2042.275229,1605.018349,7763.862385,1445.394495,354.7889908,2437.302752,16659.21101,506.7247706,138.7155963,582.5045872,19720.31193,440.7247706,407.8165138,1399.633028,15081.72477,1753.770642,672.4220183,2833.036697,13435.45872,766.9908257,310.1559633,1550.110092,10387.86239,1070.357798,470.559633,1337.53211,7863.550459,649.7155963,174.8623853,2431.908257,7140.550459,1464.366972,486.4954128,3347.990826,546.7155963,627.3577982,109,16.4623902,8.828409106,0.844041744,0.893442623,0.558974359,-0.679357024,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,T Cell,T Cells
2866,38039.97196,884.6448598,538.5327103,1099.28972,34318.71028,705.728972,823.0093458,1570.82243,19914.28037,539.5514019,1911.065421,1834.560748,27184.57944,1315.906542,4625.35514,3920.869159,9547.859813,1296.420561,339.3084112,2515.233645,19685.62617,441.682243,446.8037383,2668.280374,24310.23364,495.8130841,131.2803738,2615.82243,17936.49533,2057.420561,518.0747664,2810.242991,15741.24299,677.2429907,278.3551402,1696.88785,12692.80374,1680.906542,424.1775701,1324.747664,9105.242991,740.4018692,164.2616822,3345.0,8052.11215,1389.831776,347.4018692,3252.850467,808.2990654,624.4859813,107,16.29997249,8.804102704,0.841581653,0.922413793,0.572192513,-1.261816343,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Helper T Cell,T Cells
2867,32595.56061,909.9848485,573.8560606,1081.090909,29552.63636,717.7272727,558.7121212,1620.431818,16359.65152,515.3333333,898.7954545,1755.825758,22404.26515,1281.818182,5786.530303,3366.083333,7993.204545,1262.136364,337.8333333,2406.901515,15408.18939,764.9090909,1955.742424,797.0151515,18634.59848,424.3863636,196.7651515,3668.022727,14692.0303,1809.810606,654.8863636,2809.886364,12270.76515,938.9393939,267.8712121,1538.143939,9257.689394,943.7045455,398.0454545,1318.666667,6260.94697,1094.189394,158.8409091,4075.840909,5608.340909,1221.189394,278.7348485,3312.530303,932.5151515,628.5757576,132,20.61657829,10.34323021,0.865044694,0.75,0.471428571,-0.413863384,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,T Cell,T Cells
2868,27533.19767,1288.604651,689.9069767,1099.77907,23961.90698,847.6860465,635.255814,1588.837209,13851.60465,679.1976744,794.7209302,1794.104651,16571.36047,1360.55814,6600.395349,2988.953488,6002.988372,1342.27907,334.0930233,2329.581395,10695.88372,404.4186047,191.3953488,583.872093,12269.11628,404.7674419,126.4767442,6877.267442,9493.511628,1560.139535,602.5348837,2792.046512,8172.197674,562.872093,260.1162791,1482.732558,5905.604651,772.6395349,398.3372093,1313.639535,4408.023256,607.7906977,149.3255814,2409.744186,3847.581395,1150.395349,126.872093,3591.430233,337.1976744,626.8023256,86,13.92550337,8.262675765,0.804945727,0.895833333,0.661538462,-0.447925514,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,T Cell,T Cells
2869,36981.66667,988.5294118,564.0980392,1135.098039,34432.81373,786.6568627,898.254902,1820.068627,19567.33333,719.2941176,1132.647059,1945.794118,25260.34314,1409.5,4764.362745,3945.196078,8974.764706,1436.147059,372.1078431,2533.892157,20420.56863,590.8333333,515.8921569,976.2156863,21604.12745,653.3823529,140.5686275,2863.22549,16045.30392,1877.666667,719.1568627,2815.529412,14205.78431,661.9803922,322.3137255,1779.147059,10959.85294,1604.715686,476.9313725,1334.941176,8470.166667,764.1078431,184.1078431,3533.137255,7480.431373,1453.676471,182.0196078,3437.764706,483.2254902,625.3039216,102,14.4763991,9.484005712,0.755511236,0.935779817,0.6375,-1.188416026,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,Helper T Cell,T Cells
2870,40070.74126,883.2237762,507.1748252,1092.86014,36232.7972,728.3986014,652.6853147,1565.944056,20695.8042,542.2027972,991.3356643,1763.776224,28959.88811,1286.314685,3804.601399,3526.216783,10161.75524,1307.643357,340.4055944,2458.538462,21273.83916,450.2377622,640.972028,971.8741259,25967.07692,606.6853147,169.2097902,2353.937063,19809.77622,1903.979021,662.1608392,2801.160839,17086.23077,651.2517483,282.6993007,1684.496503,13409.62238,1104.734266,431.4335664,1308.433566,9573.181818,802.7552448,164.7412587,4152.853147,8548.412587,1351.258741,381.3636364,3243.461538,845.3566434,629.5174825,143,14.59641863,13.02535243,0.451311805,0.940789474,0.635555556,0.843677614,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,Regulatory T Cell,T Cells
2871,35090.12977,871.3231552,571.0763359,1116.139949,31493.32316,709.9745547,827.4529262,1674.244275,16603.2799,504.2849873,1550.641221,1767.320611,23417.58524,1251.641221,7443.37659,4872.524173,8656.414758,1320.875318,339.3129771,2729.610687,16487.67939,453.7175573,923.2849873,853.7862595,20879.9313,704.9414758,227.2290076,4889.236641,15845.13486,1886.821883,615.5114504,2798.664122,13347.53435,697.4300254,286.6666667,2179.071247,9733.366412,1288.043257,420.0687023,1313.351145,6100.547074,833.8193384,166.9770992,6877.984733,5796.26972,1296.045802,480.5547074,3263.399491,1002.234097,632.1068702,393,24.67887612,21.76745889,0.471197059,0.897260274,0.581360947,-1.490720731,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,Regulatory T Cell,T Cells
2872,55658.61493,944.519403,549.2835821,1151.868657,52852.2,810.6328358,768.2597015,1796.101493,28817.11343,607.6716418,662.5432836,1779.385075,36758.47463,1425.39403,5855.423881,5585.862687,13932.15821,1513.844776,394.9104478,2439.949254,27708.24776,636.6328358,150.5552239,566.6477612,34186.0209,475.8686567,226.0597015,4701.665672,25919.4597,1773.504478,691.358209,2825.340299,22581.37015,662.2447761,344.2716418,2690.256716,14777.28955,943.4597015,488.3522388,1313.537313,10205.52239,678.3373134,192.5402985,3675.459701,8882.868657,1484.874627,160.9492537,3340.071642,180.3373134,631.6716418,335,22.68779436,19.25846684,0.528638555,0.925414365,0.634469697,1.460635804,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,Macrophage,Other Cells
2873,20298.40157,922.3779528,621.8188976,1079.173228,15568.20472,639.7086614,618.2598425,1535.228346,8591.299213,515.1417323,679.3228346,1736.220472,11400.22835,1199.834646,4161.23622,2132.653543,4282.086614,1478.488189,317.2913386,2391.480315,10301.73228,439.0944882,277.6141732,677.9606299,10714.77953,439.9685039,119.2598425,2771.968504,8122.88189,1660.362205,578.5511811,2817.102362,7182.070866,715.6535433,273.519685,1424.92126,5528.889764,923.3464567,419.1574803,1327.212598,4276.456693,630.2283465,163.7716535,3806.795276,3809.173228,1297.173228,207.8346457,3225.055118,352.3464567,630.9212598,127,17.63205836,10.83757384,0.788798671,0.869863014,0.533613445,0.392347334,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Macrophage,Other Cells
2874,40109.71429,931.6984127,504.952381,1083.333333,34170.7619,756.4285714,863.031746,1566.0,21779.93651,576.047619,1042.52381,1715.619048,28099.20635,1407.15873,1988.84127,2002.111111,9971.793651,1449.555556,369.1269841,2411.174603,18831.22222,462.3333333,583.5873016,916.4126984,22912.98413,445.4444444,510.3492063,1535.190476,17745.4127,1758.507937,700.031746,2851.206349,15759.33333,657.952381,322.5555556,1563.190476,12139.65079,1160.142857,479.2380952,1317.380952,8981.365079,769.047619,188.1428571,1605.952381,8589.603175,1509.857143,1191.571429,3290.761905,457.6984127,626.6666667,63,10.17782547,8.363056699,0.569929118,0.913043478,0.636363636,-0.171939107,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,T Cell,T Cells
2875,27822.88525,959.7377049,593.8114754,1079.5,25202.46721,750.0245902,1190.770492,1567.647541,14982.0,585.0491803,2232.516393,1812.622951,19679.7377,1335.270492,3732.606557,3328.770492,6577.92623,1350.040984,335.9672131,2791.254098,14209.59836,465.3278689,132.9262295,1845.959016,16955.40984,451.5409836,131.0491803,2136.040984,12701.14754,2072.327869,696.4098361,2818.377049,11338.92623,781.4836066,300.3934426,1713.434426,8815.590164,1277.204918,436.647541,1332.803279,6653.278689,636.7295082,172.5983607,2900.57377,6067.032787,1371.336066,406.4836066,3304.114754,533.7213115,628.6065574,122,14.00769864,11.54035107,0.566796621,0.924242424,0.67032967,0.486411595,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Helper T Cell,T Cells
2876,36212.44,958.2,721.6133333,1152.44,31684.88,778.5866667,866.92,1678.453333,18733.52,569.1866667,1677.733333,1813.546667,24483.85333,1370.333333,2446.973333,3880.426667,9045.266667,1380.186667,339.1333333,2688.68,18189.94667,511.0933333,129.0533333,1040.826667,21897.21333,1446.413333,144.28,1096.6,17061.37333,1803.693333,641.3733333,2795.28,14868.61333,821.6533333,286.7333333,1582.28,11959.04,2005.2,421.6,1329.186667,9262.133333,655.52,160.4,4037.546667,8322.853333,1447.666667,256.7066667,3295.146667,639.8133333,625.5733333,75,13.18826144,7.595582349,0.817495437,0.925925926,0.595238095,-1.20997478,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Cytotoxic T Cell,T Cells
2877,39670.47945,887.4794521,532.8493151,1119.863014,35172.87671,712.8356164,424.0410959,1568.054795,20482.79452,551.4794521,549.739726,1769.164384,27176.21918,1314.630137,3886.945205,3121.876712,9872.876712,1344.739726,345.9452055,2359.232877,20805.17808,434.6986301,150.369863,521.5616438,25769.68493,423.3287671,127.3424658,3391.589041,18568.39726,1484.041096,962.9863014,2792.150685,17145.46575,634.5479452,277.6027397,1959.205479,13254.67123,968.1506849,421.6849315,1305.534247,9688.767123,651.2465753,163.2191781,2578.09589,8464.273973,1387.821918,355.6986301,3239.958904,754.3150685,625.3287671,73,12.29705796,8.657027313,0.710208153,0.890243902,0.561538462,1.49161951,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Activated APC,Other Cells
2878,38911.58036,878.6919643,523.6964286,1091.96875,36945.02679,739.2142857,843.0089286,1622.075893,20131.37054,528.6428571,1593.776786,1796.084821,28392.30357,1265.200893,5798.258929,3571.808036,10083.26786,1335.508929,328.7098214,2500.464286,19907.33036,435.7857143,475.6785714,1286.90625,24127.65625,462.3035714,450.0267857,2583.254464,18905.92411,2004.446429,516.6875,2797.933036,15867.90625,777.4642857,277.5535714,1492.665179,11960.48214,1229.245536,420.3616071,1299.991071,7762.741071,694.375,163.7321429,3955.973214,7110.861607,1277.370536,614.2946429,3342.482143,965.0491071,634.2946429,224,22.50492693,13.37484069,0.8042381,0.875,0.608695652,-0.313456749,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,Regulatory T Cell,T Cells
2879,38554.10929,999.0874317,601.2349727,1125.836066,36102.68306,761.8142077,552.3661202,1712.661202,20093.49727,609.9453552,654.5464481,1787.284153,25761.74317,1351.191257,5599.15847,4505.344262,9374.994536,1444.945355,358.4972678,2410.693989,20885.74863,493.0163934,392.9508197,529.0874317,22227.98907,479.4918033,144.8579235,7249.065574,17052.77596,1633.978142,737.8360656,2823.295082,14841.79781,648.9016393,307.7322404,1855.759563,11097.44262,937.0819672,459.7486339,1315.989071,8837.568306,708.6120219,188.8032787,4013.770492,7444.73224,1417.601093,149.6393443,3394.147541,323.7486339,629.4590164,183,18.84420845,12.58805256,0.744155494,0.905940594,0.687969925,-1.326986731,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,B Cell,B Cells
2880,30317.42268,909.8969072,754.0927835,1116.556701,25627.84536,669.0103093,584.0412371,1555.082474,14399.25773,538.7938144,872.0824742,1790.484536,18912.89691,1267.360825,6189.371134,1995.701031,6865.628866,1416.938144,337.0721649,2381.463918,15398.09278,479.7835052,277.7113402,570.6082474,18388.97938,519.1134021,145.8659794,3898.134021,14439.90722,1842.237113,627.3402062,2832.628866,12711.02062,641.4639175,291.6907216,1485.57732,9122.412371,1039.85567,440.3917526,1318.989691,6822.814433,668.8659794,169.742268,2466.247423,6070.886598,1334.958763,215.7731959,3318.185567,343.9793814,632.0618557,97,16.73322343,8.343975992,0.866805002,0.836206897,0.538888889,-0.038359288,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Helper T Cell,T Cells
2881,32849.68182,861.8409091,536.2840909,1105.272727,30503.43182,710.7613636,818.8977273,1563.659091,17058.96591,518.7840909,1359.590909,1839.204545,23739.01136,1276.795455,5415.920455,4582.965909,8290.215909,1278.397727,364.7272727,2506.852273,17137.09091,426.2386364,1478.079545,1447.488636,21172.25,680.8181818,151.8863636,2308.102273,15677.57955,2170.636364,551.5568182,2791.988636,13714.70455,653.3181818,272.9659091,1785.261364,10880.39773,1506.045455,415.8181818,1334.465909,8011.75,1010.181818,161.3181818,4177.034091,7007.784091,1344.306818,376.9204545,3270.511364,814.5340909,629.9886364,88,14.93998876,8.347764107,0.829334096,0.862745098,0.483516484,-0.814376969,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Helper T Cell,T Cells
2882,17791.54135,803.2556391,445.5488722,1086.323308,15688.40602,645.5488722,410.8496241,1498.075188,8944.172932,495.7218045,399.3984962,1744.969925,12434.64662,1235.150376,1520.699248,909.7969925,4584.804511,1194.526316,324.4511278,2306.526316,8882.992481,400.4586466,191.0526316,459.8496241,11072.4812,431.2556391,122.4962406,978.6165414,8788.451128,1328.037594,444.5037594,2827.285714,7816.804511,653.8270677,258.1729323,1384.330827,6032.533835,771.3684211,402.6917293,1316.345865,4262.007519,651.2781955,160.481203,2314.428571,3989.082707,1300.639098,2845.353383,3158.090226,870.924812,629.9774436,133,16.31964576,10.60177521,0.760248236,0.936619718,0.633333333,0.890229092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Unknown,Other Cells
2883,39231.18868,837.8490566,535.0849057,1103.877358,33838.67925,658.3301887,781.4716981,1643.839623,18185.15094,479.6792453,827.5471698,1771.707547,25208.73585,1187.226415,4666.773585,3023.292453,9559.764151,1260.358491,327.5377358,2414.641509,17692.41509,749.0188679,326.2169811,755.1320755,22615.5283,438.3396226,121.9150943,5525.509434,17322.42453,1781.471698,504.0283019,2809.169811,14082.93396,811.0660377,275.8773585,2127.839623,10159.4717,881.9339623,396.8679245,1294.518868,5618.311321,661.9528302,152.5754717,2911.716981,5831.301887,1214.471698,880.9339623,3333.160377,1037.45283,628.8867925,106,12.89985574,11.11493347,0.507532889,0.929824561,0.741258741,-0.40359961,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,T Cell,T Cells
